fieldsample_barcode	mfd_sampletype	mfd_areatype	mfd_hab1_code	mfd_hab1	mfd_hab2_code	mfd_hab2	mfd_hab3_code	mfd_hab3	latitude	longitude	coords_reliable	env_broad_scale	env_local_scale	env_medium	cur_vegetation	cur_land_use	misc_param_json	underspecified_slots
MFD12973	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5370020757	15.3146057988	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12974	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5370020757	15.3146057988	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12975	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5370020757	15.3146057988	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12976	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12977	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12978	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5055027816	14.8790212665	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12979	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5055027816	14.8790212665	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12980	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5055027816	14.8790212665	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12981	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5055027816	14.8790212665	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12982	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5055027816	14.8790212665	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12983	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5055027816	14.8790212665	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12984	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.4521292549	14.7313497501	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12985	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.4521292549	14.7313497501	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12986	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.4521292549	14.7313497501	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12987	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.4521292549	14.7313497501	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12988	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.4521292549	14.7313497501	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12989	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.4521292549	14.7313497501	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12990	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.2917935254	14.5328173517	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12991	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.2917935254	14.5328173517	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12992	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.2917935254	14.5328173517	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12993	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.2917935254	14.5328173517	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12994	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.2917935254	14.5328173517	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12995	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.2917935254	14.5328173517	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12996	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.213876898	14.425867971	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12997	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.213876898	14.425867971	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12998	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.213876898	14.425867971	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD12999	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.213876898	14.425867971	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13000	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.213876898	14.425867971	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13001	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.213876898	14.425867971	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13002	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8086208033999	14.4763598621	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13003	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8086208033999	14.4763598621	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13004	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8086208033999	14.4763598621	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13005	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8086208033999	14.4763598621	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13006	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8086208033999	14.4763598621	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13007	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8086208033999	14.4763598621	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13008	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8998473762	14.4878109081	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13009	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8998473762	14.4878109081	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13010	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8998473762	14.4878109081	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13011	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8998473762	14.4878109081	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13012	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8998473762	14.4878109081	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13013	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8998473762	14.4878109081	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13014	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13015	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13016	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13017	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13018	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13019	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13020	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13021	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13022	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13023	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13024	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13025	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13026	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13027	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13028	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13029	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13030	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13031	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13032	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13033	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13034	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13035	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13036	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13037	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13038	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13039	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13040	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13041	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13042	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13043	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13044	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13045	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13046	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13047	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13048	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13049	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13050	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13051	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13052	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13053	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13054	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13055	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13056	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13057	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13058	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13059	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13060	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13061	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13062	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13063	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13064	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13065	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13066	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13067	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13068	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13069	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13070	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13071	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea			Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13072	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8771863720999	14.3826880847	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13073	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8771863720999	14.3826880847	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13074	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8771863720999	14.3826880847	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13075	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	54.8771863720999	14.3826880847	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
MFD13076	Sediment	Subterranean		Saltwater		Open sea		Baltic Sea	55.5398816428999	15.167099359	Yes	marine biome [ENVO:00000447]	sea [ENVO:00000016]	marine sediment [ENVO:03000033]			"[{""has_attribute_label"":""named water body"",""has_value_term_label"":""Baltic Sea""}]"	
