coord_key	n_samples	country	state	municipality	town	type	class	display_name
55.6302,9.3971		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Firehuse, Vejle, Vejle Kommune, Region Syddanmark, 6040, Danmark
55.6307,8.7618		Danmark	Region Syddanmark	Varde Kommune		administrative	boundary	Varde Kommune, Region Syddanmark, Danmark
55.6307,9.2382		Danmark	Region Syddanmark	Vejle Kommune	Spjarup	isolated_dwelling	place	Vollund, Spjarup, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6308,8.2877		Danmark	Region Syddanmark	Varde Kommune	Oksbøl	farm	place	Marianne og Ejnar Kock Hansen, Toftegård, Oksbøl, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6309,8.9206		Danmark	Region Syddanmark	Billund Kommune		administrative	boundary	Billund Kommune, Region Syddanmark, Danmark
55.6309,9.0794		Danmark	Region Syddanmark	Billund Kommune	Vorbasse	isolated_dwelling	place	Remmerlund, Vejly, Vorbasse, Billund Kommune, Region Syddanmark, 6623, Danmark
55.6316,8.2395		Danmark	Region Syddanmark	Varde Kommune	Ny Stampemølle	hamlet	place	Ny Stampemølle, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6317,9.0794		Danmark	Region Syddanmark	Billund Kommune	Vorbasse	isolated_dwelling	place	Remmerlund, Vejly, Vorbasse, Billund Kommune, Region Syddanmark, 6623, Danmark
55.6318,9.0792		Danmark	Region Syddanmark	Billund Kommune	Vorbasse	isolated_dwelling	place	Remmerlund, Vejly, Vorbasse, Billund Kommune, Region Syddanmark, 6623, Danmark
55.6319,12.0826		Danmark	Region Sjælland	Roskilde Kommune	Roskilde	suburb	place	Musicon, Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark
55.6334,12.0813		Danmark	Region Sjælland	Roskilde Kommune	Roskilde	suburb	place	Musicon, Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark
55.6335,12.5803		Danmark	Region Hovedstaden	Københavns Kommune	København	suburb	place	Ørestad, København, Københavns Kommune, Region Hovedstaden, 2300, Danmark
55.635,12.6304		Danmark	Region Hovedstaden	Tårnby Kommune	Tårnby	suburb	place	Tårnbylund, Tårnby, Tårnby Kommune, Region Hovedstaden, 2770, Danmark
55.6355,9.235		Danmark	Region Syddanmark	Vejle Kommune	Spjarup	isolated_dwelling	place	Vollund, Spjarup, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6357,8.3008		Danmark	Region Syddanmark	Varde Kommune	Oksbøl	farm	place	Marianne og Ejnar Kock Hansen, Toftegård, Oksbøl, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6369,9.6456		Danmark	Region Syddanmark	Vejle Kommune	Børkop	quarter	place	Over Børkop, Børkop, Vejle Kommune, Region Syddanmark, 7080, Danmark
55.637,12.0158		Danmark	Region Sjælland	Roskilde Kommune	Roskilde	hamlet	place	Bakkehuse, Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark
55.637,12.5182		Danmark	Region Hovedstaden	Københavns Kommune	København	quarter	place	Kongens Enghave, Valby, København, Københavns Kommune, Region Hovedstaden, 2450, Danmark
55.637,9.6456		Danmark	Region Syddanmark	Vejle Kommune	Børkop	quarter	place	Over Børkop, Børkop, Vejle Kommune, Region Syddanmark, 7080, Danmark
55.6373,12.0162		Danmark	Region Sjælland	Roskilde Kommune	Roskilde	hamlet	place	Bakkehuse, Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark
55.6387,9.6605		Danmark	Region Syddanmark	Vejle Kommune	Brejning	hamlet	place	Gauerslund, Brejning, Vejle Kommune, Region Syddanmark, 7080, Danmark
55.6389,9.6608		Danmark	Region Syddanmark	Vejle Kommune	Brejning	hamlet	place	Gauerslund, Brejning, Vejle Kommune, Region Syddanmark, 7080, Danmark
55.6393,9.6621		Danmark	Region Syddanmark	Vejle Kommune	Brejning	hamlet	place	Gauerslund, Brejning, Vejle Kommune, Region Syddanmark, 7080, Danmark
55.6396,12.5177		Danmark	Region Hovedstaden	Københavns Kommune	København	quarter	place	Kongens Enghave, Valby, København, Københavns Kommune, Region Hovedstaden, 2450, Danmark
55.6407,12.5059		Danmark	Region Hovedstaden	Københavns Kommune	København	suburb	place	Valby, København, Københavns Kommune, Region Hovedstaden, 1805, Danmark
55.6407,12.5176		Danmark	Region Hovedstaden	Københavns Kommune	København	quarter	place	Kongens Enghave, Valby, København, Københavns Kommune, Region Hovedstaden, 2450, Danmark
55.641,12.5174		Danmark	Region Hovedstaden	Københavns Kommune	København	quarter	place	Kongens Enghave, Valby, København, Københavns Kommune, Region Hovedstaden, 2450, Danmark
55.6411,12.5054		Danmark	Region Hovedstaden	Københavns Kommune	København	suburb	place	Valby, København, Københavns Kommune, Region Hovedstaden, 1805, Danmark
55.6412,12.5125		Danmark	Region Hovedstaden	Københavns Kommune	København	suburb	place	Valby, København, Københavns Kommune, Region Hovedstaden, 1805, Danmark
55.6415,12.3054		Danmark	Region Hovedstaden	Høje-Taastrup Kommune	Taastrup	quarter	place	Taastrup-Valby, Taastrup, Høje-Taastrup Kommune, Region Hovedstaden, 2630, Danmark
55.6416,12.5166		Danmark	Region Hovedstaden	Københavns Kommune	København	quarter	place	Kongens Enghave, Valby, København, Københavns Kommune, Region Hovedstaden, 2450, Danmark
55.6432,12.3682		Danmark	Region Hovedstaden	Vallensbæk Kommune	Vallensbæk Landsby	suburb	place	Vallensbæk Nordmark, Vallensbæk Landsby, Vallensbæk Kommune, Region Hovedstaden, 2625, Danmark
55.6432,12.3691		Danmark	Region Hovedstaden	Vallensbæk Kommune	Vallensbæk Landsby	suburb	place	Vallensbæk Nordmark, Vallensbæk Landsby, Vallensbæk Kommune, Region Hovedstaden, 2625, Danmark
55.6436,8.3126		Danmark	Region Syddanmark	Varde Kommune	Oksbøl	farm	place	Marianne og Ejnar Kock Hansen, Toftegård, Oksbøl, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6446,12.2058		Danmark	Region Hovedstaden	Høje-Taastrup Kommune	Hedehusene	suburb	place	Nærheden, Hedehusene, Høje-Taastrup Kommune, Region Hovedstaden, 2640, Danmark
55.6448,12.2062		Danmark	Region Hovedstaden	Høje-Taastrup Kommune	Hedehusene	suburb	place	Nærheden, Hedehusene, Høje-Taastrup Kommune, Region Hovedstaden, 2640, Danmark
55.6463,12.5766		Danmark	Region Hovedstaden	Københavns Kommune	København	quarter	place	Islands Brygge, Ballonparken, København, Københavns Kommune, Region Hovedstaden, 1411, Danmark
55.6465,12.3175		Danmark	Region Hovedstaden	Høje-Taastrup Kommune	Taastrup	quarter	place	Taastrup-Valby, Taastrup, Høje-Taastrup Kommune, Region Hovedstaden, 2630, Danmark
55.6465,12.5829		Danmark	Region Hovedstaden	Københavns Kommune	København	quarter	place	Islands Brygge, Ballonparken, København, Københavns Kommune, Region Hovedstaden, 1411, Danmark
55.6466,12.3175		Danmark	Region Hovedstaden	Høje-Taastrup Kommune	Taastrup	quarter	place	Taastrup-Valby, Taastrup, Høje-Taastrup Kommune, Region Hovedstaden, 2630, Danmark
55.6466,12.644		Danmark	Region Hovedstaden	Københavns Kommune	Sundbyerne	suburb	place	Sundbyøster, Sundbyerne, Københavns Kommune, Region Hovedstaden, 2300, Danmark
55.6467,12.0803		Danmark	Region Sjælland	Roskilde Kommune	Roskilde	suburb	place	Sankt Agnes Huse, Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark
55.6469,12.6433		Danmark	Region Hovedstaden	Københavns Kommune	Sundbyerne	suburb	place	Sundbyøster, Sundbyerne, Københavns Kommune, Region Hovedstaden, 2300, Danmark
55.6471,12.0796		Danmark	Region Sjælland	Roskilde Kommune	Roskilde	suburb	place	Sankt Agnes Huse, Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark
55.6485,12.0552		Danmark	Region Sjælland	Roskilde Kommune	Roskilde	suburb	place	Sønderlund Huse, Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark
55.6486,9.3026		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Refsgårde, Vejle, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6488,9.3064		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Refsgårde, Vejle, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6492,12.3697		Danmark	Region Hovedstaden	Vallensbæk Kommune	Vallensbæk Landsby	suburb	place	Vallensbæk Nordmark, Vallensbæk Landsby, Vallensbæk Kommune, Region Hovedstaden, 2625, Danmark
55.6494,12.0589		Danmark	Region Sjælland	Roskilde Kommune	Roskilde	suburb	place	Sankt Hans, Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark
55.6494,12.3711		Danmark	Region Hovedstaden	Vallensbæk Kommune	Vallensbæk Landsby	suburb	place	Vallensbæk Nordmark, Vallensbæk Landsby, Vallensbæk Kommune, Region Hovedstaden, 2625, Danmark
55.6498,9.3046		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Refsgårde, Vejle, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.65,9.3062		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Refsgårde, Vejle, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6503,11.2756		Danmark	Region Sjælland	Kalundborg Kommune	Svebølle	hamlet	place	Rugtved, Svebølle, Kalundborg Kommune, Region Sjælland, 4470, Danmark
55.6507,12.6009		Danmark	Region Hovedstaden	Københavns Kommune	Sundbyerne	suburb	place	Sundbyvester, Sundbyerne, Københavns Kommune, Region Hovedstaden, 2300, Danmark
55.6509,11.2867		Danmark	Region Sjælland	Kalundborg Kommune	Svebølle	hamlet	place	Højbjerg, Svebølle, Kalundborg Kommune, Region Sjælland, 4470, Danmark
55.6514,9.275		Danmark	Region Syddanmark	Vejle Kommune		administrative	boundary	Vejle Kommune, Region Syddanmark, Danmark
55.6515,12.1694		Danmark	Region Hovedstaden	Høje-Taastrup Kommune	Hedehusene	hamlet	place	Marbjerg, Hedehusene, Høje-Taastrup Kommune, Region Hovedstaden, 2640, Danmark
55.6519,8.1722		Danmark	Region Syddanmark	Varde Kommune	Grærup	hamlet	place	Grærup, Varde Kommune, Region Syddanmark, 6853, Danmark
55.6523,9.2734		Danmark	Region Syddanmark	Vejle Kommune	Bindeballe	hamlet	place	Bindeballe, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6525,9.273		Danmark	Region Syddanmark	Vejle Kommune	Bindeballe	hamlet	place	Bindeballe, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6526,8.9123		Danmark	Region Syddanmark	Billund Kommune		administrative	boundary	Billund Kommune, Region Syddanmark, Danmark
55.6527,8.3078		Danmark	Region Syddanmark	Varde Kommune	Øster Vrøgum	hamlet	place	Troldholm, Øster Vrøgum, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6528,9.2725		Danmark	Region Syddanmark	Vejle Kommune	Bindeballe	hamlet	place	Bindeballe, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6529,12.3583		Danmark	Region Hovedstaden	Vallensbæk Kommune	Vallensbæk Landsby	suburb	place	Vallensbæk Nordmark, Vallensbæk Landsby, Vallensbæk Kommune, Region Hovedstaden, 2625, Danmark
55.6529,12.4064		Danmark	Region Hovedstaden		Glostrup	suburb	place	Brøndbyvester, Brøndby Kommune, Glostrup, Region Hovedstaden, 2605, Danmark
55.653,12.3585		Danmark	Region Hovedstaden	Vallensbæk Kommune	Vallensbæk Landsby	suburb	place	Vallensbæk Nordmark, Vallensbæk Landsby, Vallensbæk Kommune, Region Hovedstaden, 2625, Danmark
55.6537,12.1728		Danmark	Region Hovedstaden	Høje-Taastrup Kommune	Hedehusene	hamlet	place	Marbjerg, Hedehusene, Høje-Taastrup Kommune, Region Hovedstaden, 2640, Danmark
55.6542,11.3993		Danmark	Region Sjælland	Holbæk Kommune	Akselholm	hamlet	place	Akselholm, Holbæk Kommune, Region Sjælland, 4450, Danmark
55.6547,9.3073		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Refsgårde, Vejle, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6548,9.3079		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Refsgårde, Vejle, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.655,8.2837		Danmark	Region Syddanmark	Varde Kommune	Øster Vrøgum	hamlet	place	Troldholm, Øster Vrøgum, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6551,9.2535		Danmark	Region Syddanmark	Vejle Kommune	Spjarup	hamlet	place	Spjarup, Vejle Kommune, Region Syddanmark, Danmark
55.6561,12.1967		Danmark	Region Hovedstaden	Høje-Taastrup Kommune	Hedehusene	hamlet	place	Lille Vasby, Hedehusene, Høje-Taastrup Kommune, Region Hovedstaden, 2640, Danmark
55.6561,9.3104		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Refsgårde, Vejle, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6562,9.3095		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Refsgårde, Vejle, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6563,9.3071		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Refsgårde, Vejle, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6563,9.3108		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Refsgårde, Vejle, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6564,8.1583		Danmark	Region Syddanmark	Varde Kommune	Grærup Strand	hamlet	place	Grærup Strand, Varde Kommune, Region Syddanmark, 6853, Danmark
55.6564,8.1613		Danmark	Region Syddanmark	Varde Kommune	Grærup Strand	hamlet	place	Grærup Strand, Varde Kommune, Region Syddanmark, 6853, Danmark
55.6564,9.3127		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Refsgårde, Vejle, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6565,9.3064		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Refsgårde, Vejle, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6566,9.3102		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Refsgårde, Vejle, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6566,9.6698		Danmark	Region Syddanmark	Vejle Kommune	Brejning	quarter	place	Krogbuske, Sellerup, Brejning, Vejle Kommune, Region Syddanmark, 7080, Danmark
55.6568,9.2724		Danmark	Region Syddanmark	Vejle Kommune	Bindeballe	hamlet	place	Bindeballe, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.657,12.0327		Danmark	Region Sjælland	Roskilde Kommune	Roskilde	suburb	place	Hørhuse, Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark
55.6571,9.3122		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Refsgårde, Vejle, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6573,8.1577		Danmark	Region Syddanmark	Varde Kommune	Grærup Strand	hamlet	place	Grærup Strand, Varde Kommune, Region Syddanmark, 6853, Danmark
55.6574,11.1546		Danmark	Region Sjælland	Kalundborg Kommune	Årby	hamlet	place	Møllevangen, Årby, Kalundborg Kommune, Region Sjælland, 4490, Danmark
55.6574,8.1574		Danmark	Region Syddanmark	Varde Kommune	Grærup Strand	hamlet	place	Grærup Strand, Varde Kommune, Region Syddanmark, 6853, Danmark
55.6574,8.3147		Danmark	Region Syddanmark	Varde Kommune	Øster Vrøgum	village	place	Øster Vrøgum, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6576,9.2756		Danmark	Region Syddanmark	Vejle Kommune	Bindeballe	hamlet	place	Bindeballe, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6576,9.3118		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Søgård, Vejle, Vejle Kommune, Region Syddanmark, 7182, Danmark
55.6578,12.1302		Danmark	Region Sjælland	Roskilde Kommune	Roskilde	hamlet	place	Maglehøjgård, Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark
55.6579,8.1541		Danmark	Region Syddanmark	Varde Kommune	Grærup Strand	hamlet	place	Grærup Strand, Varde Kommune, Region Syddanmark, 6853, Danmark
55.658,9.2789		Danmark	Region Syddanmark	Vejle Kommune	Bindeballe	hamlet	place	Bindeballe, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6581,11.4624		Danmark	Region Sjælland	Holbæk Kommune	Stigs Bjergby	hamlet	place	Frihedshuse, Stigs Bjergby, Holbæk Kommune, Region Sjælland, 4440, Danmark
55.6583,8.3135		Danmark	Region Syddanmark	Varde Kommune	Øster Vrøgum	village	place	Øster Vrøgum, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6583,9.2774		Danmark	Region Syddanmark	Vejle Kommune	Bindeballe	hamlet	place	Bindeballe, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6584,8.1417		Danmark	Region Syddanmark	Varde Kommune	Grærup Strand	hamlet	place	Grærup Strand, Varde Kommune, Region Syddanmark, 6853, Danmark
55.6584,8.3137		Danmark	Region Syddanmark	Varde Kommune	Øster Vrøgum	village	place	Øster Vrøgum, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6584,9.2744		Danmark	Region Syddanmark	Vejle Kommune	Bindeballe	hamlet	place	Bindeballe, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6584,9.2758		Danmark	Region Syddanmark	Vejle Kommune	Bindeballe	hamlet	place	Bindeballe, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6584,9.2763		Danmark	Region Syddanmark	Vejle Kommune	Bindeballe	hamlet	place	Bindeballe, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6584,9.2784		Danmark	Region Syddanmark	Vejle Kommune	Bindeballe	hamlet	place	Bindeballe, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6584,9.3107		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Søgård, Vejle, Vejle Kommune, Region Syddanmark, 7182, Danmark
55.6585,9.2725		Danmark	Region Syddanmark	Vejle Kommune	Bindeballe	hamlet	place	Bindeballe, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6585,9.2867		Danmark	Region Syddanmark	Vejle Kommune		administrative	boundary	Vejle Kommune, Region Syddanmark, Danmark
55.6586,8.1418		Danmark	Region Syddanmark	Varde Kommune	Grærup Strand	hamlet	place	Grærup Strand, Varde Kommune, Region Syddanmark, 6853, Danmark
55.6587,9.31		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Søgård, Vejle, Vejle Kommune, Region Syddanmark, 7182, Danmark
55.6587,9.3105		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Søgård, Vejle, Vejle Kommune, Region Syddanmark, 7182, Danmark
55.6588,9.2792		Danmark	Region Syddanmark	Vejle Kommune	Bindeballe	hamlet	place	Bindeballe, Vejle Kommune, Region Syddanmark, 7183, Danmark
55.6589,8.1389		Danmark	Region Syddanmark	Varde Kommune	Grærup Strand	hamlet	place	Grærup Strand, Varde Kommune, Region Syddanmark, 6853, Danmark
55.6592,8.3265		Danmark	Region Syddanmark	Varde Kommune	Øster Vrøgum	village	place	Øster Vrøgum, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6592,9.3104		Danmark	Region Syddanmark	Vejle Kommune	Vejle	isolated_dwelling	place	Søgård, Vejle, Vejle Kommune, Region Syddanmark, 7182, Danmark
55.6594,10.594		Danmark				administrative	boundary	Danmark
55.6594,8.1382		Danmark	Region Syddanmark	Varde Kommune	Grærup Strand	hamlet	place	Grærup Strand, Varde Kommune, Region Syddanmark, 6853, Danmark
55.6594,8.3125		Danmark	Region Syddanmark	Varde Kommune	Øster Vrøgum	hamlet	place	Troldholm, Øster Vrøgum, Varde Kommune, Region Syddanmark, 6840, Danmark
55.6596,8.138		Danmark	Region Syddanmark	Varde Kommune	Grærup Strand	hamlet	place	Grærup Strand, Varde Kommune, Region Syddanmark, 6853, Danmark
55.6597,8.1378		Danmark	Region Syddanmark	Varde Kommune	Grærup Strand	hamlet	place	Grærup Strand, Varde Kommune, Region Syddanmark, 6853, Danmark
55.6598,11.1467		Danmark	Region Sjælland	Kalundborg Kommune	Årby	hamlet	place	Møllevangen, Årby, Kalundborg Kommune, Region Sjælland, 4490, Danmark
55.6599,8.1375		Danmark	Region Syddanmark	Varde Kommune	Grærup Strand	hamlet	place	Grærup Strand, Varde Kommune, Region Syddanmark, 6853, Danmark
55.66,8.1363		Danmark	Region Syddanmark	Varde Kommune	Grærup Strand	hamlet	place	Grærup Strand, Varde Kommune, Region Syddanmark, 6853, Danmark
55.6601,11.4098		Danmark	Region Sjælland	Holbæk Kommune	Jyderup	hamlet	place	Rådbjerg, Jyderup, Holbæk Kommune, Region Sjælland, 4450, Danmark
55.6602,12.4778		Danmark	Region Hovedstaden	Københavns Kommune	København	quarter	place	Vigerslev, Valby, København, Københavns Kommune, Region Hovedstaden, 2500, Danmark
55.6607,12.1788		Danmark	Region Hovedstaden	Høje-Taastrup Kommune	Hedehusene	farm	place	Damgård, Soderup, Hedehusene, Høje-Taastrup Kommune, Region Hovedstaden, 2640, Danmark
55.6609,12.1787		Danmark	Region Hovedstaden	Høje-Taastrup Kommune	Hedehusene	farm	place	Damgård, Soderup, Hedehusene, Høje-Taastrup Kommune, Region Hovedstaden, 2640, Danmark
55.6612,9.3801		Danmark	Region Syddanmark	Vejle Kommune	Ødsted	isolated_dwelling	place	Vesterby, Ødsted, Vejle Kommune, Region Syddanmark, 7182, Danmark
