fieldsample_barcode	mfd_sampletype	mfd_areatype	mfd_hab1	mfd_hab2	mfd_hab3	habitat_type	source_signal	source_code	source_project	source_file	latitude	longitude
MFD00282	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.7735	8.1828
MFD00283	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.6738	8.2417
MFD00284	Soil	Natural	Forrests	Temperate forests	Oak forrest  Old acidophilous woods with Q. robur on sandy plains	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.6942	8.1907
MFD00285	Soil	Agriculture	Fields	Poales, grass	Grass for crop, Ryegrass	agriculture	standard		P01_1	P01_1_filled_table.xlsx	55.795	8.2128
MFD00286	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.5629	8.0802
MFD00287	Soil	Natural	Dunes	Sea dunes	Decalcified Empetrum dunes	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.6843	8.1696
MFD00288	Soil	Natural	Forest	Forest (non-habitattype)	Pedunculate oak (stilk-eg)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.6726	8.2164
MFD00289	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.1432	8.8977
MFD00290	Soil	Natural	Heath and scrub	Temperate heath	Wet heath	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.1731	8.9352
MFD00291	Soil	Natural	Forest	Temperate forests	Oak-hornbeam mixed forrest	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.0113	8.959
MFD00292	Soil	Natural	Forest	Temperate forests	Oak forrest  Old acidophilous woods with Q. robur on sandy plains	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.207	8.9509
MFD00293	Soil	Natural	Forest	Temperate forests	Beech forests Asperulo-Fagetum	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.293	9.0593
MFD00294	Soil	Natural	Forest	Temperate forests	Oak-hornbeam mixed forrest	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.0152	8.974
MFD00295	Soil	Natural	Forest	Temperate forests	Bog woodland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.0177	8.9845
MFD00296	Soil	Natural	Forest	Temperate forests	Alluvial woodland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.2925	9.0675
MFD00297	Soil	Natural	Forest	Forest (non-habitattype)	spruce (rødgran, normann)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.1847	8.9498
MFD00298	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.1964	10.5312
MFD00299	Soil	Agriculture	Fields	Rotational field		agriculture	standard		P01_1	P01_1_filled_table.xlsx	56.2915	10.4802
MFD00300	Soil	Natural	Sclerophyllus scrub	Scrub	Juniper scrub	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.2985	10.8488
MFD00301	Soil	Natural	Forrests	Temperate forests	Beech forests Asperulo-Fagetum	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.2873	10.4716
MFD00302	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.207	10.5233
MFD00303	Soil	Natural	Grassland formations	Natural grasslands	Xeric sand calcareous grasslands	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.1	10.5294
MFD00304	Soil	Natural	Forest	Forest (non-habitattype)	Deciduous trees (løvtræer)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.0971	10.514
MFD00305	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Natural meadow (6410 subtype)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.2224	10.5872
MFD00306	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.2243	10.5626
MFD00307	Soil	Natural	Heath and scrub	Temperate heath	Dry heath	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.0856	9.4151
MFD00308	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.1033	9.3588
MFD00309	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.0532	9.7044
MFD00310	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Rhynchosporion depressions	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.0885	9.3983
MFD00311	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.0637	9.7318
MFD00312	Soil	Natural	Sclerophyllus scrub	Scrub	Juniper scrub	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.0751	9.6384
MFD00313	Soil	Natural	Forest	Forest (non-habitattype)	Pine (skovfyr)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.1672	9.6204
MFD00314	Soil	Natural	Forrests	Temperate forests	Beech forests Luzulo-Fagetum	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.1341	9.5277
MFD00315	Soil	Natural	Forrests	Temperate forests	Bog woodland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.1261	9.4962
MFD00316	Soil	Natural	Forrests	Temperate forests	Beech forests Limestone	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.6757	9.8508
MFD00317	Soil	Natural	Forrests	Temperate forests	Alluvial woodland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.6919	9.7305
MFD00318	Soil	Agriculture	Fields	Poales, grass	Permanent grass, Low yield	agriculture	standard		P01_1	P01_1_filled_table.xlsx	55.6104	9.6892
MFD00319	Soil	Natural	Bogs, mires and fens	Fen wetland (non-habitat type)	Wet fens (Reed bed)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.6066	9.6931
MFD00320	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Natural meadow (6410 subtype)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.6671	9.5454
MFD00321	Soil	Natural	Forest	Forest (non-habitattype)	Beech (bøg)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.6839	9.8575
MFD00322	Soil	Natural	Forest	Forest (non-habitattype)	spruce (rødgran, normann)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.6889	9.8696
MFD00323	Soil	Natural	Forest	Forest (non-habitattype)	Pedunculate oak (stilk-eg)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.6912	9.7524
MFD00324	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.0226	11.9931
MFD00325	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.0185	11.9915
MFD00326	Soil	Natural	Forrests	Temperate forests	Beech forests Asperulo-Fagetum	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.9569	12.272
MFD00327	Soil	Natural	Forrests	Temperate forests	Alluvial woodland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.9682	12.2716
MFD00328	Soil	Natural	Forrests	Temperate forests	Bog woodland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.9998	12.3161
MFD00329	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.9846	12.2927
MFD00330	Soil	Natural	Forest	Forest (non-habitattype)	Willow (pil)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.0225	12.1003
MFD00331	Soil	Natural	Forest	Forest (non-habitattype)	spruce (rødgran, normann)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	56.0442	12.0734
MFD00332	Soil	Natural	Forest	Forest (non-habitattype)	Pedunculate oak (stilk-eg)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.9872	12.2508
MFD00333	Soil	Natural	Grassland formations	Natural grasslands	Xeric sand calcareous grasslands	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.8265	11.4361
MFD00334	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.736	11.283
MFD00335	Soil	Natural	Dunes	Sea dunes	Humid dune slacks	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.7274	11.2751
MFD00336	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.7052	11.2016
MFD00337	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.7036	11.2358
MFD00338	Soil	Natural	Heath and scrub	Temperate heath	Dry heath	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.8364	11.4232
MFD00339	Soil	Natural	Sclerophyllus scrub	Scrub	Juniper scrub	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.7347	10.8935
MFD00340	Soil	Natural	Fields	Poales, grass	Permanent grass, Low yield	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.7407	10.8972
MFD00341	Soil	Natural	Forrests	Temperate forests	Beech forests Limestone	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.5161	11.7759
MFD00342	Soil	Natural	Forrests	Temperate forests	Beech forests Asperulo-Fagetum	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.3799	11.5568
MFD00343	Soil	Natural	Forest	Forest (non-habitattype)	Beech (bøg)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.3836	11.5941
MFD00344	Soil	Natural	Forrests	Temperate forests	Bog woodland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.5657	11.8847
MFD00345	Soil	Natural	Forest	Forest (non-habitattype)	Willow (pil)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.5526	11.8838
MFD00346	Soil	Natural	Forrests	Temperate forests	Alluvial woodland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.3774	11.5467
MFD00347	Soil	Agriculture	Fields	Poales, grass	Permanent grass, Low yield	agriculture	standard		P01_1	P01_1_filled_table.xlsx	55.3801	11.5362
MFD00348	Soil	Agriculture	Fields	Rotational field		agriculture	standard		P01_1	P01_1_filled_table.xlsx	55.3159	11.5345
MFD00349	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.3991	11.5924
MFD00350	Soil	Natural	Forest	Forest (non-habitattype)	Pedunculate oak (stilk-eg)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.1229	10.2476
MFD00351	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.1299	10.2466
MFD00352	Soil	Natural	Forest	Forest (non-habitattype)	Pedunculate oak (stilk-eg)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.1333	10.2534
MFD00353	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.1208	10.3171
MFD00354	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.1011	10.4997
MFD00355	Soil	Natural	Forrests	Temperate forests	Bog woodland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.1291	10.3689
MFD00356	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.135	10.3688
MFD00357	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.1515	10.4516
MFD00358	Soil	Natural	Forest	Forest (non-habitattype)	spruce (rødgran, normann)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	54.7804	11.805
MFD00359	Soil	Natural	Forrests	Temperate forests	Beech forests Asperulo-Fagetum	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	54.7861	11.8113
MFD00360	Soil	Agriculture	Fields	Rotational field		agriculture	standard		P01_1	P01_1_filled_table.xlsx	54.7545	11.4872
MFD00361	Soil	Natural	Forrests	Temperate forests	Bog woodland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	54.7248	11.5371
MFD00362	Soil	Natural	Forrests	Temperate forests	Alluvial woodland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	54.7519	11.5545
MFD00363	Soil	Natural	Forest	Forest (non-habitattype)	Willow (pil)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	54.7457	11.5514
MFD00364	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Natural meadow (6410 subtype)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	54.7145	11.6456
MFD00365	Soil	Natural	Fields	Poales, grass	Permanent grass, Low yield	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	54.7426	11.5991
MFD00366	Soil	Natural	Forrests	Temperate forests	Beech forests Limestone	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	54.9804	12.539
MFD00367	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.0546	12.27
MFD00368	Soil	Natural	Heath and scrub	Temperate heath	Wet heath	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	55.0399	12.2701
MFD00369	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Natural meadow (6410 subtype)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	54.9675	12.4514
MFD00370	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Natural meadow (6410 subtype)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	54.9606	12.4552
MFD00371	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	54.9646	12.5097
MFD00372	Soil	Natural	Forrests	Temperate forests	Beech forests Limestone	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	54.9662	12.5389
MFD00373	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	54.986	12.5265
MFD00374	Soil	Agriculture	Fields	Poales, grass	Permanent grass, Low yield	agriculture	standard		P01_1	P01_1_filled_table.xlsx	55.0242	12.2995
MFD00375	Soil	Natural	Forest	Forest (non-habitattype)	Beech (bøg)	natural_soil	standard		P01_1	P01_1_filled_table.xlsx	54.9729	12.5389
MFD00376	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4108	11.6359
MFD00377	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4108	11.6359
MFD00378	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4109	11.6404
MFD00379	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4109	11.6404
MFD00380	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4118	11.6465
MFD00381	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4118	11.6465
MFD00382	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4077	11.6495
MFD00383	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4077	11.6495
MFD00384	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4065	11.6558
MFD00385	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4065	11.6558
MFD00386	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4149	11.624
MFD00387	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4149	11.624
MFD00388	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4183	11.6201
MFD00389	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4183	11.6201
MFD00390	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4201	11.6242
MFD00391	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4201	11.6242
MFD00392	Soil	Agriculture	Fields	Fabids	Fabales, Faba bean	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4231	11.6269
MFD00393	Soil	Agriculture	Fields	Fabids	Fabales, Faba bean	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4231	11.6269
MFD00394	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4378	11.6286
MFD00395	Soil	Agriculture	Fields	Poales, Cereal	Wheat, Winter	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4378	11.6286
MFD00396	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4202	11.6439
MFD00397	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4202	11.6439
MFD00398	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4209	11.6477
MFD00399	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4209	11.6477
MFD00400	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4169	11.6468
MFD00401	Soil	Agriculture	Fields	Malvids	Brassicales, Rapeseed, Winter	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4169	11.6468
MFD00402	Soil	Agriculture	Fields	Fabids	Fabales, Faba bean	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4095	11.6549
MFD00403	Soil	Agriculture	Fields	Fabids	Fabales, Faba bean	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.4095	11.6549
MFD00404	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.403	11.6655
MFD00405	Soil	Agriculture	Fields	Poales, Cereal	Barley, Spring	agriculture	standard		P02_2	P02_2_filled_table.xlsx	55.403	11.6655
MFD00406	Soil	Natural	Forest	Temperate forests	Bog woodland	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.788	9.9068
MFD00407	Soil	Natural	Forest	Temperate forests	Alluvial woodland	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.6916	10.1767
MFD00408	Soil	Natural	Forest	Temperate forests	Alluvial woodland	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.6642	9.932
MFD00409	Soil	Natural	Forest	Forest (non-habitattype)	Deciduous trees (løvtræer)	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.588	9.8998
MFD00410	Soil	Natural	Forest	Forest (non-habitattype)	Willow	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.4689	9.6757
MFD00411	Soil	Natural	Forest	Temperate forests	Bog woodland	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.1776	9.6257
MFD00412	Soil	Natural	Forest	Forest (non-habitattype)	Willow	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.2981	9.6789
MFD00413	Soil	Natural	Forest	Forest (non-habitattype)	Willow	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.7823	10.0583
MFD00414	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.6676	9.9385
MFD00415	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.5989	9.9201
MFD00416	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Agricultural meadow (6430 subtype)	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.6424	10.1398
MFD00417	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.6213	10.0999
MFD00418	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Agricultural meadow (6430 subtype)	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.6246	10.1143
MFD00419	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.6017	10.0525
MFD00420	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Agricultural meadow (6430 subtype)	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.5308	9.846
MFD00421	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Agricultural meadow (6430 subtype)	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.5125	9.8652
MFD00422	Soil	Natural	Forest	Temperate forests	Bog woodland	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.4887	9.8577
MFD00423	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Agricultural meadow (6430 subtype)	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.438	9.5243
MFD00424	Soil	Natural	Bogs, mires and fens	Fen wetland (non-habitat type)	Wet fens	natural_soil	standard		P01_2	P01_2_filled_table.xlsx	56.4412	9.5822
